IR_Wavelength_1,IR_Wavelength_2,IR_Wavelength_3,IR_Wavelength_4,IR_Wavelength_5,IR_Wavelength_6,IR_Wavelength_7,IR_Wavelength_8,IR_Wavelength_9,IR_Wavelength_10,IR_Wavelength_11,IR_Wavelength_12,IR_Wavelength_13,IR_Wavelength_14,IR_Wavelength_15,Material_Type
1244369,2092784,3483908,5959832,6148654,3868734,1491910,1003446,1540389,2677106,4680505,6043953,5000440,2690823,1272734,PP
1252429,2124095,3559784,5989622,6104224,3795260,1593610,1027265,1559860,2728213,4730624,6035594,4942042,2707867,1339186,PP
1312973,2238286,3738467,6182809,6306782,3780671,1618270,961352,1641144,2870858,4918996,6241240,5044891,2712374,1313044,PP
1271171,2145456,3615993,6135815,6276137,4005407,1533251,960986,1580414,2768169,4840183,6208898,5145803,2786762,1279841,PP
1324131,2270595,3774231,6196976,6382573,3779873,1520119,924493,1660264,2900962,4940390,6284832,5083163,2662320,1245674,PP
1287697,2220532,3727397,6158067,6257933,3550029,1566040,896223,1622618,2858174,4896251,6206129,4909318,2571612,1253581,PP
1291840,2127584,3553779,5971186,6091961,3663400,1454032,892290,1580352,2728602,4722833,6032114,4880023,2569157,1193737,PP
1315018,2241641,3716274,6159448,6367357,3871919,1598763,995048,1643389,2859819,4892892,6258268,5122476,2747798,1318602,PP
1240942,2158642,3606487,6005389,6084249,3656186,1570627,991566,1575953,2778231,4780851,6056393,4874983,2623654,1304880,PP
1308736,2162742,3586344,6027558,6250874,3890862,1517792,984624,1602585,2759946,4765659,6136465,5071235,2715317,1272523,PP
1277871,2154003,3573411,5972535,6124618,3774720,1571405,989034,1585499,2749689,4737391,6053934,4949951,2681077,1304893,PP
1239498,2106002,3547168,5898290,6000000,3762900,1532084,998298,1559961,2732627,4707540,5983451,4918939,2688415,1310657,PP
1304994,2237790,3757272,6215785,6244261,3592302,1592319,913385,1638291,2879098,4943411,6226336,4917708,2604436,1275613,PP
1282099,2130451,3591603,6140719,6312276,3885570,1474532,930244,1575741,2748996,4826794,6225112,5100639,2690615,1225382,PP
1240907,2103334,3498641,5948279,6151072,3833072,1497042,993927,1543466,2689542,4680765,6034781,4978654,2674536,1271971,PP
